essay_id	sent_id	sent_text	sent_label	essay_topic_id
3	12	Problematisch wird es, wenn der Unterricht nur aus Spaß-Acts besteht, und das tatsächliche Wissen nicht vermittelt wird.	own	1
4	0	"In dem Zeitungsartikel ""Twitter-Unterricht"" vom 22."	info_article	1
4	1	Juni 2011 schreibt der Autor Tomasz Kurianowicz über die Einbindung von digitalen Medien in den Schulunterricht.	info_article_topic	1
4	2	"<PB> Der Autor beschreibt am Beispiel der Social Media Plattform ""Twitter"", welche neuen Möglichkeiten für Lehrer und Schüler entstehen können, wenn man es schafft diese neuen Technologien erfolgreich in den Unterricht zu integrieren."	intro_topic	1
4	3	<PB> So haben normalerweise schüchterne Schüler eine einfachere Möglichkeit sich einzubringen und Diskussionen zu führen, da sich diese ohne sich zu melden und vor der ganzen Klasse antworten zu müssen einfach eine Textnachricht verfassen können.	article_pro	1
4	4	Auch wird der Unterricht für die Schüler interessanter und abwechslungsreicher, da sich durch die Einbindung der von ihnen bekannten Medien komplett neue Möglichkeiten ergeben den Unterricht zu gestalten.	article_pro	1
4	5	Der Autor nennt hier ein Beispiel, bei dem Schüler verschiedene Parteien im Kuba Konflikt einnahmen und so eine lebhafte Diskussion führten.	article_pro	1
4	6	Der Autor weisst zudem Kritik zurück, dass Schüler durch den vermehrten Einsatz von technischen Geräten abgelenkt werden könnten, indem er feststellt das Ablenkungen auch durch klassische Möglichkeiten wie Bücher oder Banknachbarn entstehen können.	article_pro	1
4	7	<PB>  Ich teile die Sicht des Autors, dass digitale Medien eine große Möglichkeit für Schulen bieten, den Unttericht besser zu gestalten.	own	1
4	8	Allerdings denke ich das viele Lehrer momentan noch nicht über die Kompetenzen verfügen diese so effektiv einzubinden wie es im Text beschrieben wird, daher wird es meiner Meinung nach noch dauern bis der digital unterstützte Unterricht wirklich flächendeckend umgesetzt werden kann.	own	1
5	0	"Der Zeitungsartikel ""Twitter-Unterricht"" von  Tomasz Kurianowicz erschien am 22.06.2011 in ZEITONLINE."	info_article	1
5	1	Der Autor befasst sich mit neuen Methoden zum Lernen und Durchführen von Klassen durch Lehrer.	intro_topic	1
5	2	Diese Methoden stehen im Zusammenhang mit der aktuellen rasanten technologischen Entwicklung.	intro_topic	1
5	3	Außerdem werden die Rolle der sozialen Medien im Unterrichtsprozess und zukünftige Herausforderungen für den Lehrplan in den Schulen sowie die Änderung des Ansatzes der Lehrer für neue Technologien erörtert.	intro_topic	1
5	4	Der Autor zitiert auch neue Daten und Forschungsergebnisse, die zeigen, dass die Nutzung neuer Medien und sozialer Medien die Qualität des Unterrichts und des Unterrichts positiv beeinflussen kann.	article_pro	1
5	5	Er führt auch Beispiele von Lehrern an, die bereits ähnliche Methoden in ihren Klassen anwenden.	article_pro	1
5	6	Es scheint, dass der Autor nicht gegen die beschriebenen Methoden zur Verwendung neuer Technologien ist.	other	1
5	7	Der Autor glaubt, dass die Angst der meisten Lehrer unnötig ist, da sie glauben, dass der Einsatz von Technologie im Unterricht die Aufmerksamkeit und das Engagement der Schüler verringern wird.	article_con	1
5	8	Der Autor weist darauf hin, dass neue Technologien (einschließlich Twitter im Titel enthalten) die nächste Stufe in der Entwicklung des Mediums oder der Wissensträger sind.	article_pro	1
5	9	Der Autor weist abschließend darauf hin, dass die Verwendung von Büchern in der Vergangenheit aus Angst vor einer Abnahme der Konzentration und Aufmerksamkeit der Schüler nicht verboten war.	article_pro	1
5	10	Insgesamt verstehe ich die Argumentation des Autors sehr gut.	own	1
5	11	Ich stimme voll und ganz der Aussage zu, dass die Einstellung der Lehrer zu neuen Technologien geändert werden muss.	article_pro	1
5	12	Die Welt entwickelt sich und verändert sich, daher müssen Schule und Lehrplan nachziehen.	own	1
5	13	Die Diversifizierung des Unterrichts durch den Einsatz neuer, interessanter und häufig verwendeter Technologien ist eine wichtige und notwendige Phase in der Entwicklung und Entwicklung einer modernen Schule.	own	1
5	14	Interessante Kurse, die von Lehrern mit Leidenschaft und Wissen auf dem Gebiet der neuen Technologien durchgeführt werden, werden sich sicherlich verteidigen, und die Schüler werden ihre Telefone und Computer während des Unterrichts nicht anders als zuvor geplant verwenden.	own	1
6	0	"Mir liegt der Artikel ""Twitter Unterricht"" von  Tomasz Kurianowicz vom 22.06.2011 vor."	info_article	1
6	1	In diesem Artikel diskutiert der Autor, ob eine regelmäßige Nutzung von Medien, wie beispielsweise Twitter, in den alltäglichen Unterricht in der Schule eingeführt werden sollte.	intro_topic	1
6	2	<PB> Der Autor beschreibt, dass die Einführung von Medien in den Schulalltag einige Herausforderungen mit sich bringen kann, aber auch viele Chancen.	intro_topic	1
6	3	Er vertritt die Position eines Befürworteters, der viel Potential in dieser neuen Form des Lehrens sieht.	intro_topic	1
6	4	<PB> In dem Artikel erläutert der Autor wie der Einsatz von z.B.	article_pro	1
6	5	Twitter schüchterne Schüler dazu motivieren kann sich aktiv am Unterricht zu beteiligen.	article_pro	1
6	6	Für Schüler die sich nicht gerne melden und vor der Klasse sprechen ist dies eine Chance trotzdem ihr Wissen unter Beweis zu stellen.	article_pro	1
6	7	Allgemein soll die Klasse motiviert werden.	article_pro	1
6	8	Des Weiteren wurde die These aufgestellt, dass Schüler das so gewonnene Wissen potentiell besser behalten können.	article_pro	1
6	9	Problematisch ist jedoch, dass Schüler durch die Nutzung von Laptops oder Smartphones abgelenkt werden könnten.	article_con	1
6	10	Auch könnte es zu einer Zerstreuung kommen.	article_con	1
6	11	Ältere Lehrer haben eher Probleme damit zu verstehen wie Medien funktionieren und wissen somit auch des Öfteren nicht diese einzusetzen.	article_con	1
6	12	<PB>  Allgemein ist die Argumentation des Autoren schlüssig.	other	1
6	13	Er vertritt seinen Standpunkt klar und nachvollziehbar.	other	1
6	14	Ich persönlich sehe die Thematik eher etwas kritisch.	own	1
6	15	Da der Artikel bereits 10 Jahre alt ist hat sich seit seinem Erscheinen viel geändert.	own	1
6	16	Der Umgang mit Medien heute ist anders als er 2011 noch war.	own	1
6	17	Meiner Meinung nach sind die positiven Argumente des Autoren absolut nachvollziehbar, jedoch sollte man sich heute mehr Gedanken machen wie vielen Medien man Kinder und Jugendliche aussetzt.	own	1
6	18	Viele sind heutzutage fast die ganze Zeit von diesen umgeben und meiner Meinung nach sollten Schüler auch lernen unabhängig vom Internet zu lernen.	own	1
7	0	Soziale Netzwerke wie Twitter können in der Bildung und im Unterricht sehr positiv genutzt werden.	own	1
7	1	Es geht darum, die aktuelle Zeit und die damit verbundenen Technologien zu verfolgen und die Aufmerksamkeit der Schüler noch mehr auf sich zu ziehen, weil die Lehrer so nah an etwas sind, an dem sie interessiert sind.	article_pro	1
7	2	<PB> Die Kommunikation zwischen Schülern und Lehrern wird unkomplizierter, alle werden auf die gleiche Ebene gebracht und die Beziehungen zwischen ihnen werden gleichermaßen einfacher.	own	1
7	3	<PB> Kann die Schüler zurückhaltender machen, sich wohler fühlen, einzugreifen und Ideen im Unterricht zu diskutieren.	article_pro	1
7	4	"Dies führt jedoch dazu, dass dieselben Schüler nicht danach streben, ihre Komfortzone sozial zu durchbrechen und sich ""immer"" hinter einem Gerät zu verstecken."	own	1
7	5	<PB> Darüber hinaus ist es für diesen Ansatz erforderlich, dass alle Schüler Zugang zu einem Gerät mit Internet haben, was in einigen Ländern unmöglich ist, um die sozialen Ungerechtigkeiten noch stärker hervorheben zu können.	own	1
7	6	Wenn es nicht richtig verwendet wird, kann es nur als Mittel zur Ablenkung und Nichtbenutzung durch Schüler verwendet werden	article_con	1
7	7	Es gab jedoch immer viel mehr Formen der Ablenkung, bevor dieser Ansatz gewählt wurde.	article_pro	1
7	8	Digitale Klassen tragen nur dann zur Diskussion bei, wenn der Lehrer die auf dem Bildschirm angezeigten Kommentare in seine Klassen integriert.	other	1
7	9	<PB> Es gibt immer große Skepsis in Bezug auf die Einführung neuer und anderer Methoden,	article_con	1
7	10	insbesondere wenn es darum geht, etwas, das hauptsächlich für die Freizeit verwendet wird, in etwas zu verwandeln, das für die Arbeitsbedingungen und die schulischen Leistungen verwendet werden kann.	own	1
8	0	Soziale Medien eröffnen eine Welt voller Möglichkeiten  für Lehrer und Schüler.	intro_topic	1
8	1	Junge Generationen nutzen	intro_topic	1
8	2	Social Media bereits, um zu lernen und zu interagieren.	intro_topic	1
8	3	Deswegen könnte es ein sehr interessantes Werkzeug für Lehrer sein.	intro_topic	1
8	4	Man kann sich leicht vorstellen, wie ein Geschichtslehrer soziale Medien im Unterricht nutzen könnte.	article_pro	1
8	5	Zumal neue Lehrer auch wissen, diese soziale Medien zu benutzen, und die meisten von ihnen haben Ideen, wie sie in der Klasse implementiert werden können.	article_pro	1
8	6	Die meisten Englischlehrer nutzen bereits Youtube für ihre Unterrichte.	own	1
8	7	Im Allgemeinen haben sie so gute Erfahrungen.	own	1
8	8	<PB> Es gibt positive Gründe dafür: die Schüler sind mehr interessiert und beteiligt, der Unterricht is für sie wirkungsvoller...	article_pro	1
8	9	Es ist wichtig, dass Lehrer mit neuer Technologien experimentieren.	article_pro	1
8	10	<PB> Man sollte jedoch nich das Problem Zerstreuung vergessen.	article_con	1
8	11	Es ist wichtig, dass sich die Schüler im Unterricht konzentrieren und dass sie einen Widerstand gegen das entwickeln, was für sie langweilig aussehen könnte.	own	1
8	12	<PB> Es besteht kein Zweifel, dass Sociale Medien ein interessantes Werkzeug für Lehrer sind und, dass sie in der Klasse benutzen werden sollten.	own	1
8	13	Es sollte jedoch eine Vielzahl von Werkzeugen geben, die den Schülern helfen, um zu lernen.	own	1
8	14	Heutzutage sollten Schüler wissen, wie mit Büchern, neuen Technologien und menschlichen Interaktionen zu lernen.	own	1
8	15	<PB>  Abschließend im Grossen und Ganzen stimme ich den Argumenten des Autors zu...	own	1
8	16	Aber ich wäre vorsichtiger.	own	1
8	17	Es ist wichtig für Lehrer, neue Technologien im Unterricht zu benutzen.	own	1
8	18	Es ist jedoch ein Werkzeug wie anderen.	own	1
8	19	Man sollte immer darüber nachdenken, welches Werkzeug zu benutzen und warum.	own	1
9	0	"Der Artikel "" Twitter-Unterricht"" von Tomasz Kurianowicz erschien in der ""Zeit"" (online) am 22. 06. 2011."	info_article	1
9	1	Darin diskutiert der Autor eine neue Form des Unterrichts in Schulen unter Verwendung von sozialen Medien, einschließlich Twitter, und beweist, dass dies ein vielversprechendes neues Werkzeug für den Unterricht ist.	intro_topic	1
9	2	<PB> Anhand mehrerer Beispiele zeigt der Autor, dass diese Art des Unterrichts schüchterne Schüler in Diskussionen aktiviert und großartige Möglichkeiten bietet, z.B.	article_pro	1
9	3	Geschichtsunterricht durchzuführen, der den Jugendlichen großen Spaß macht und dank dem das Lernen effektiver ist.	article_pro	1
9	4	Es ist jedoch entscheidend, jede Meinung, die ein Schüler schreibt, als wichtig zu behandeln, um ihn zu ermutigen, seine eigenen Gedanken in nachfolgenden Aufgaben zu schreiben.	own	1
9	5	<PB> Es gibt auch einige Einwände, die vor allem darauf zurückzuführen sind, dass Lehrer den sozialen Medien meist skeptisch gegenüberstehen und befürchten, dass die Schüler durch die Nutzung elektronischer Geräte im Unterricht abgelenkt werden,	article_con	1
9	6	aber die Forscher widerlegen diese Ansicht.	article_pro	1
9	7	Sie stellen fest, dass Menschen von allem abgelenkt werden können, sogar von Büchern, und dass das Telefon heutzutage ein wichtiger Teil unseres Lebens ist und wir es nicht zum Scheitern verurteilen sollten, wenn es als Werkzeug in der Bildung eingesetzt wird.	article_pro	1
9	8	<PB> Abschließend stimme ich mit der Meinung des Autors überein.	own	1
9	9	Ich glaube, dass die Elektronik um uns herum genauso selbstverständlich ist wie früher die Bücher, und wir müssen mit der Zeit gehen, um Kinder zu ermutigen, die Welt durch die moderne Schule zu erkunden.	own	1
9	10	Viel Hoffnung kann in die jüngere Generation von Lehrern gesetzt werden, die offener für einen Schulwechsel ist.	own	1
10	0	Ich bin der Meinung, dass soziale Medien das Lernniveau nur verbessern und die Schüler nicht ablenken können.	own	1
10	1	Ich denke, ältere Generationen reagieren empfindlicher auf solche Reize.	own	1
10	2	Social Media kann auch zur Diskussion genutzt werden.	article_pro	1
10	3	Junge Menschen sind eher bereit, sich zu verschiedenen Themen im Internet zu äußern, die Medien können die Konversation erleichtern.	article_pro	1
10	4	Junge Menschen haben auch eine bessere Teilbarkeit der Aufmerksamkeit, sie können gleichzeitig auf Laptops zu einem bestimmten Thema zuhören und schreiben.	own	1
10	5	Ich weiß aus meinem eigenen Beispiel, dass es für mich viel schwieriger ist, mich live auszudrücken, als bei Online-Diskussionen, bei denen ich in irgendeiner Weise anonym bin und keine Angst habe, meine Meinung zu äußern.	own	1
10	6	Außerdem ist es einfacher zu überprüfen, wer an den Lektionen beteiligt ist.	own	1
10	7	Social Media ist jungen Menschen heute nicht unbekannt, es ist ein Ort, an dem es reibungslos fließt.	own	1
10	8	Ich bin mir sicher, dass in Zukunft ein Teil des Unterrichts im Internet stattfinden wird.	own	1
10	9	Heutzutage lernen viele Kinder größtenteils online.	own	1
10	10	Ich selbst möchte, dass meine Kinder so lernen, das ist die Zukunft.	own	1
10	11	Ich denke, es wird mit der Zeit kommen.	own	1
10	12	Wenn die ältere Generation von Lehrern in den Ruhestand geht, wird sich das Bildungssystem ändern.	own	1
10	13	Die jüngere Generation ist offen für Neues, entwickelt sich und weiß, dass dies mit dem technologischen Fortschritt einhergehen muss.	own	1
10	14	In Zukunft wird die Wissenschaft völlig anders sein.	own	1
10	15	Die Lehrer zeichnen den Unterricht in Form von Videos und Spielen auf, die Kommunikation erfolgt über soziale Medien und möglicherweise ist sogar das Gebäude der physischen Schule selbst überflüssig.	own	1
10	16	Insgesamt bin ich positiv und offen für neue Lehrmethoden über das Internet und soziale Medien.	own	1
11	0	"Der Zeitungsartikel ""Twitter-Unterricht"" von Tomasz Kurianowicz vom 22."	info_article	1
11	1	"Juni 2011 in der ""Zeit-Online"" handelt von dem umstrittenen Einsatz von Twitter und anderen sozialen Medien  im Unterricht mit dem Zweck des Wissenserwerb."	info_article_topic	1
11	2	<PB> Der Autor greift die Tatsache auf, dass bereits in vielen Schulen dieses Experiment durchgeführt wurde und sich bewehrt hat.	article_pro	1
11	3	Außerdem reift eine neue Generation an jungen Lehrern heran, die die sozialen Netzwerke als ganz natürlichen Teil ihres Lebens und Lernens ansehen und diese deshalb auch konstruktiv im Unterricht einsetzen werden.	article_pro	1
11	4	<PB> Aus Sicht des Autors ist der Grund für eine positive Einstufung ist vor allem jener:	article_pro	1
11	5	Viele Schüler/innen, die sich normalerweise an Diskussionen im Unterricht nicht zu Wort melden, können durch das Schreiben von kurzen Kommentaren besser integriert werden und ihre Meinung äußern.	article_pro	1
11	6	Dies wurde als sehr fördernd für den Gesprächsverlauf beschrieben.	article_pro	1
11	7	Auch die Schüler selbst haben eine positive Rückmeldung gegeben.	article_pro	1
11	8	<PB> Viele Studien berichten auch von einer allgemeinen Skepsis gegenüber dem Einsatz von sozialen Netzwerken im Unterricht.	article_con	1
11	9	Nur zwei Prozent der Lehrer in den Vereinigten Staaten wären bereit, diese im Unterricht zu integrieren.	article_con	1
11	10	Andere sind der Meinung, soziale Medien würden nur ablenken und würden sich nicht zum Lernen eignen.	article_con	1
11	11	<PB> Abschließend kann ich sagen, dass ich die Position des Autors vollkommen vertrete.	own	1
11	12	Mittlerweile wachsen die Schüler/innen mit den sozialen Netzwerken auf und wissen, wie sie damit umgehen müssen.	own	1
11	13	Durch den Einsatz diese Medien im Unterricht lernen sie andere Verwendungszwecke dieser kennen und können auf moderne Art und Weise lernen.	own	1
11	14	Vor allem die Tatsache, dass die Welt zunehmend digitaler wird, gibt mir Anlass zur Vermutung dass die Kompetenz, in sozialen Netzwerken zu argumentieren und zu lernen, in Zukunft eine Schlüsselkompetenz sein wird.	own	1
11	15	Die Angst vor der Ablenkung halte ich für unbegründet, da Ablenkung meiner Meinung nach nur stattfindet, wenn etwas verboten wird.	own	1
12	0	"Der Autor des Zeitungsartikels ""Twitter-Unterricht"" ist Tomasz Kurianowicz."	info_article	1
12	1	Er wurde am 22.	info_article	1
12	2	"Juli 2011 in der ""Zeit Online"" veröffentlicht."	info_article	1
12	3	Darin präsentiert der Autor die Hauptvorteile des Online-Unterrichts.	intro_topic	1
12	4	<PB> Laut dem Autor begünstigt der Einsatz von Multimedia-Mitteln während des Unterrichts die Teilnahme der Schüler und macht sie vielfältiger und interessanter.	article_pro	1
12	5	Mit Twitter können beispielsweise neue Diskussionsformen erstellt werden.	article_pro	1
12	6	Oder auf andere Weise wie YouTube und Google Maps können die Lektionen interaktiver gestaltet werden.	article_pro	1
12	7	Dank dieser Mittel und ihrer Fähigkeiten können sich die von den Schüler:innen erlernten Konzepte leichter merken.	article_pro	1
12	8	Zum Beispiel kann Twitter verwendet werden, um Geschichtsthemen zu studieren.	article_pro	1
12	9	Leider verwenden viele Lehrer keine IT-Tools als Unterstützung für ihren Unterricht,	article_con	1
12	10	aber es wird eine neue Generation von Lehrern geschaffen.	article_pro	1
12	11	<PB>  Ich denke, das Argument des Autors ist angemessen.	own	1
12	12	Das Problem ist, dass viele Lehrer immer noch keine Computer-Tools verwenden können.	own	1
12	13	Dennoch ist die Verwendung von Online-Tools für Lektionen eine Ressource, die genutzt werden muss, um den Unterricht ansprechender zu gestalten.	own	1
12	14	Es ist noch ein langer Weg, um die Online-Tools in den Unterricht der meisten Schulen zu integrieren, aber ich bin zuversichtlich, dass wir diese Tools in den kommenden Jahren in allen Schulen verstärkt einsetzen können.	own	1
12	15	Dank dieser Tools wird es möglich sein, den Unterricht interessanter zu gestalten, indem die Beteiligung der Schüler erhöht und das Lernen erleichtert wird.	own	1
13	0	"Artikel ""Twitter-Unterricht"" von Tomasz Kurianowicz."	info_article	1
13	1	Er befasst sich mit dem Thema Unterricht, der mit Hilfe des Internets durchgeführt wird und dieses zusammen mit sozialen Medien wie Twitter als Lernwerkzeug einsetzt.	intro_topic	1
13	2	Er stellt die positiven Aspekte eines solchen Unterrichts vor, wie z.B. die Tatsache, dass dadurch auch Personen, die während des Unterrichts nicht sehr aktiv waren, in Diskussionen und Themen, die im Unterricht angesprochen wurden, eingebunden werden.	article_pro	1
13	3	Schüchterne Menschen können ihre Schüchternheit auf eine angenehmere Art und Weise überwinden und in zwischenmenschlichen Beziehungen Fortschritte machen.	article_pro	1
13	4	Durch die Diskussion können sich die Schüler die im Unterricht behandelten Themen besser merken, so dass das erworbene Wissen länger im Gedächtnis bleibt und nicht am Ende der Stunde verschwindet.	article_pro	1
13	5	Das Problem könnte sein, dass die Schüler später nicht in der Lage sind, im realen Leben außerhalb von Plattformen wie Twitter zu kommunizieren.	own	1
13	6	Meiner Meinung nach wäre das Konzept des Online-Unterrichts eine großartige Ergänzung zum regulären Unterricht, in dem die Schüler lernen, Wissen zu verschiedenen Themen erwerben und es dann in den Diskussionen, die zum Thema der Stunde geführt werden, überprüfen, dank derer sie mit dem Thema der Diskussion vertrauter werden, denn niemand möchte ein wertloses Argument vortragen.	own	1
13	7	Dank der Diskussion werden die Informationen, die sie gelernt haben, einprägsamer sein.	own	1
13	8	Infolgedessen werden sie in der Lage sein, bei verschiedenen Arten von Tests oder Arbeiten viel besser abzuschneiden	own	1
14	0	Der Zeitungsartikel “Twitter-Unterricht” von Tomasz Kurianowicz erschien am 22.	info_article	1
14	1	Juni 2011, in der Zeit online.	info_article	1
14	2	Der Autor behandelt darin, dass Thema, ob soziale Netzwerke im Unterricht benutzt werden sollen.	intro_topic	1
14	3	Er vertritt das Soziale Netzwerke werden in Zukunft immer öfter und effektiver im Unterricht genutzt werden und dass dies vor allem positive ist.	intro_topic	1
14	4	Er nennt, um sein Argument zu bestätigen, dass es schon einige Beispiele dafür gibt, wie soziale Netzwerke für einen interessanten und abwechslungsreichen beitragen können, da diese ja so gemacht sind, um Kommunikation so einfach wie möglich zu machen.	article_pro	1
14	5	<PB> Dies und dass die Schwelle zum Teilnehmen bei textbasierten Diskussionen niedriger ist, erlaubt es zurückhaltende Schüler, stärker in den Unterricht einzuziehen und textbasierte Diskussionen führen dazu, dass sich Schüler Informationen stärker einprägen.	article_pro	1
